Id,Clause1,Clause2,Relation
1176,作 大學,乃 曾子 。,Expansion
1177,藏北高原 封凍期 達 180 天之久,而藏南 河流 則 在 寒冷 年份 才 封凍 。,Comparison
1178,不一會兒,這個 名字 恐怖 的 家伙 還 真 上鉤 了 。,Temporal
1179,（ 2 ） 我 愛 搞 對 網絡服務 不 承擔 任何 責任,即 用戶 對 網絡服務 的 使用 承擔風險 。,Expansion
1180,赤道 橫貫 中央,氣候 一般 從 赤道 隨 緯度 增加 而 降低 。,Expansion
1181,但 這 並 不是 他 一個 人 的 問題,球隊 的 體系 和 隊友 都 有 很大 的 責任 。,Comparison
1182,儘管 遭到 投資者 和 業界 人士 的 質疑,微軟 仍然 對於 交易 充滿信心 。,Comparison
1183,近日,東風 本田 全新 B 級車 計劃 終於 得到 官方 證實 。,Expansion
1184,1 堅決 要 在 飯前 飲酒,空腹 的 情況 下 酒精 的 作用 會 發作 得 更 快 。,Contingency
1185,“ 汽車行業 的 競爭 日趨激烈,吉利 、 奇瑞 的 盈利 情況 或 可 給 波導 借鑑 。,Expansion
1186,隨著 網站 視頻 廣告 技術 在 企業 數字 台 的 應用,網站 視頻 也 出現 了 企業 數字 台 的 網站 視頻 。,Temporal
1187,謝 老師 說 他 在 準備 道具 的 時候,務求 多彩多姿 。,Expansion
1188,苗條 的,豐滿 的 還是 骨感 的 ？,Expansion
1189,象 曰 ： 震 蘇蘇,位 不當 也 。,Contingency
1190,不准 攜帶 農產品,菸酒 和 其他 生活 物品 也 要求 嚴格 按 限量 攜帶 。,Expansion
1191,目前 來看,公司債 整體 信用風險 溢價 有 一個 擴大 的 趨勢 。,Temporal
1192,和 第一個 比,第二個 更讓人 感到 紊亂 、 複雜 和 煩躁 。,Expansion
1193,投資者 很難 既 選準 了 賣點,又 選準 了 買點 。,Expansion
1194,紅燈 就要 停,斑馬線 也 要 停 。,Expansion
1195,孕婦 每天 吃 l - 2 個 蘋果,即 可以 滿足 胎兒 對 鋅 的 需求量 。,Contingency
1196,警察 對 文件 沒有 太 大 興趣,趴在 窗口 喋喋不休 地 說 著 什麼 。,Temporal
1197,請 閱讀 下麵 的 題目,並 根據 自己 的 實際 情況 回答 “ 是 ” 與 “ 否 ” 。,Expansion
1198,月餅 說明 ： 12 個 / 盒,精美 內盒 獨立 包裝 。,Expansion
1199,如果 它 接收 到 適度 刺激,便會 助長 射精 的 快意 。,Contingency
1200,特多 是 艾滋病 高 感染 區,全國 目前 已 確認 有 三萬個 艾滋病 病例 。,Expansion
1201,用 網絡 視頻 、 音樂 、 flash 等 連接 的 方式,將 你 喜歡 的 歌曲 、 視頻 、 電影 分享 給 大家 。,Expansion
1202,a : link 類型 出現 的 時間 為 最早,因為 它 可 應用 於 所有 的 鏈接 。,Expansion
1203,查看 完整 版本 : 目前 有難,事業 財運 何時 好轉 ？,Expansion
1204,當然 接觸 的 種類 越 多,對 大腦 的 刺激 也 相對 要 多 。,Contingency
1205,請 玩家 們 相互 轉告,因此 給 您 帶來 的 不便 請 多 諒解 。,Contingency
1206,在 所有 觀察 到 的 得到 性 緊張 高潮 釋放 的 婦女 中,都 能 證實 事先 曾 發生 過性 皮膚 顏色 改變 。,Expansion
1207,他 晃動 了 兩下 烏黑 的 槍口,又 把 槍 插回去 。,Temporal
1208,樂風 與 另外 兩款 車 相比,男性化 氣質 偏 濃 。,Expansion
1209,時間 預計 下 周三 或 周四 出現 變盤,作為 左側 交易 可以 在 周三 先 動手 。,Temporal
1210,生殖系統 感染 是 女子 手淫 的 苦果 之一,也 是 不育 的 重要 根源 。,Expansion
1211,中國 車市 同樣 受到 這次 風暴 的 衝擊,銷量 連續 多月 出現 下降 。,Expansion
1212,國內 的 應用 才 剛剛 起步,行業 還 處於 幼稚 期 。,Expansion
1213,現在 的 市場 情形,要求 我們 應該 充分 瞭解 消費者 心理 的 變化 。,Expansion
1214,這樣 的 偶遇 和 陌生感,刺激 而且 相當 誘惑 。,Expansion
1215,據 銷售 人員 介紹,卡羅 拉 1.6 L 車型 比較 受 消費者 歡迎 。,Expansion
1216,隨著 驪威 這個 競爭對手 的 上市,飛度 的 壓力 也 越來越 大 。,Temporal
1217,烏拉圭 國會 大廈 是 烏拉圭 規模 最大 的 建築物,也 是 最能 充分 展示 烏 雕塑 藝術 的 場所 。,Expansion
1218,浸泡 KOH 一天 後,肌肉 就 會 變得 透明 而 容易 去除 。,Temporal
1219,產,但 不 保證 基金 一定 盈利 。,Comparison
1220,籠統 地說,書 可以 分為 兩類 ： 好書 與 壞書 。,Expansion
1221,游客 也 可以 取消 度假,提前 離開 。,Expansion
1222,26 . “ 冷酷 仙境 ” ： 能 和 張楚 在 音樂 上 交流,比 給 我們 100 萬 還要 值 ！,Comparison
1223,那天 晚上,小兩口 終於 進行 了 一次 完美 的 性生活 。,Expansion
1224,臨產前 更要 忌食 燥性 食品,以防 影響 奶汁 。,Contingency
1225,儘管 加大 了 促銷 舉措 的 力度,但 美國 汽車 公司 8 月份 銷售量 繼續 下滑 。,Comparison
1226,從 遠處 看,廣場 就 像 一個 火箭 發射場 。,Expansion
1227,“ 博利 瓦爾 中心 ” 是 國家 各 政府部門 的 辦公樓,也 是 全市 最 繁華 的 地區 。,Expansion
1228,過度 性生活 造成 細菌 侵入 尿道 甚至 上行 到 膀胱,導致 大部分 女性 尿路感染 。,Contingency
1229,而 雅閣 的 前後 保險 槓未 噴漆 售價 是 一千四百多,稍微 比 凱美瑞 高 一些 。,Comparison
1230,這 不僅 給 環境 帶來 了 極大 的 污染,更 可惜 的 是 浪費 了 寶貴 的 植物 資源 。,Expansion
1231,會陰部 裂傷 可 按 解剖 部位 縫合 肌層 及 粘膜 下層,最後 縫合 陰道 粘膜 及 會陰 皮膚 。,Temporal
1232,阿茲 台克馬 不僅 速度 和 彈跳力 俱佳,舞技 也 很 出色 。,Expansion
1233,廠方 提供 的 數據 顯示,到 目前為止 累計 總 銷量 超過 6 萬輛 。,Expansion
1234,伯格曼 是 世界 電影史 上 首屈一指 的 偉大 人物,他 豐富 而 深刻 的 作品 成為 人類 藝術 的 瑰寶 。,Expansion
1235,為了 減少 CA72 沉重 臃腫 、 側面 過平 的 感覺,1960 年 夏 進行 了 第二輪 設計 。,Contingency
1236,附件 不能 超過 系統 限定 尺寸,且 在 可用 類型 的 範圍 內 才能 上傳 。,Expansion
1237,體系 ： 西方 面臨 的 是 生存 危機,而 中國 只是 增速 的 問題 。,Comparison
1238,「 因為 海洋資源 減少,魚 都 被 抓光 了 嗎 ？,Contingency
1239,被關 幾個 小時,被 遣送 的 也 是 比比皆是 。,Expansion
1240,但 大 的 險種 不 應該 省略,特別 是 需要 常常 跑 長途 的 車主 。,Expansion
1241,妻子 不 應該 拒絕 丈夫 的 性 要求,尤其 是 兩個 人鬧 了 矛盾 之後 更 不該 拒絕 。,Expansion
1242,當然 還有 大名鼎鼎 的 作家 博爾赫斯 的 舊宅,可以 一窺 。,Expansion
1243,李誠明 痛恨 我 欺騙 他 的 感情,我 也 明白 這樣 傷害 一個 人 很 不 對 。,Expansion
1244,懷孕 前 的 營養狀況,與 新生兒 的 健康 也 有著 非常 密切關係 。,Expansion
1245,到 孕後 12 周,外界 致畸 因素 的 影響 就 更 小 一些 。,Temporal
1246,而 浙江,前 三季度 轎車 上 牌量 已 出現 負增長 。,Expansion
1247,射術 出眾,進球 率 是 對此 的 說明 。,Expansion
1248,恰恰相反,它 比 以往 更具 價值 。,Comparison
1249,在 我 前面 的 另一名 乘客 對 我 做 了 一個 鬼臉,想來 與 我 有 同樣 的 想法 - - 多此一舉 。,Expansion
1250,* 今天 都 28 日 了,怎麼 還 沒有 下 一步 信息 ？,Comparison
1251,本章 研究 問題 的 方法 與 第一章 類似,因此 在 教學 中應 註意 比較 。,Contingency
1252,很多 同志 因此 改變 了 工作 時間,調換 了 工作崗位 。,Expansion
1253,視頻 轉化 時間 從 幾十秒 到 幾十分鐘 不 等,取決於 您 的 視頻文件 大小 。,Expansion
1254,真 不敢 想象,如果 一汽大眾 缺少 捷達 和 寶來 。,Expansion
1255,2 、 因 本店 貨品 繁多,個別 產品 不 時會 發生 缺貨 現象 。,Contingency
1256,有人 會 說,你 這時候 才 看 外觀 啊 ？,Expansion
1257,新 A4 是 在 老 A4 的 基礎 上 改款 而 來,外形 與 國外 的 全新 代 A4 保持一致 。,Expansion
1258,不論 生理 上 和 心理 上,作 愛 有益健康 。,Expansion
1259,  所以,不要 輕言 放棄 ： 信念 、 理想 、 生命 。,Expansion
1260,雖然 旅客 完全 看不見 行李 處理 系統,但是 該 系統 的 運行 貫穿 著 機場 的 不同 樓層 。,Comparison
1261,第四紀 初雷瓊 地區 上升,火山 活動 也 最 強烈 。,Expansion
1262,因為 身體素質 好,我 被 選到 j 家 的 棒球隊 j2000 。,Contingency
1263,因為 是 自己 想 出來 的,所以 我 玩 得 非常 開心 。,Contingency
1264,至於 正確 使用 安全套,那 當然 不用說 了 。,Expansion
1265,俗話說,人 的 耐性 是 有 限度 的 。,Expansion
1266,長城 基金 公司 有關 人士 表示,抗震救災 是 每個 企業 和 公民 的 社會 責任 。,Expansion
1267,也 可以 通過 與 怪物 戰鬥 得到 經驗,從而 升級 。,Contingency
1268,那天,我 炒 的 扁豆 等 菜 。,Temporal
1269,開燈 的 那個 瞬間,我 一下子 什麼 也 看不見 了 。,Temporal
1270,朱鎔基 夫婦 二人 在 清華 讀書 時,曾 先後 在 清華 京劇 隊當過 票友 。,Temporal
1271,除此之外,這 也 是 引起 全球 暖化 的 原因 。,Expansion
1272,對於 可帶 進 或 帶 出國境 的 雷亞爾 數量,巴西 沒有 限制 。,Expansion
1273,咖啡 中 的 主要 成分 是 咖啡因 和 可可 鹼 等,這些 物質 是 良好 的 興奮劑 。,Expansion
1274,如果 非用不可,建議 先秒 屬性 為 傷 的 任務 怪 ！,Contingency
1275,心態 也 要 平衡,不要 對 自己 無能無力 的 事情 傷心 ！,Expansion
1276,享御 的 內飾 設計 以 實用 簡潔 為 主要 風格,所有 的 功能 和 設置 都 圍繞 著 實用 而 來 。,Expansion
1277,即使 除雪 後 雨刮器 沒有 出現 明顯 故障,也 容易 傷害 雨刮器 的 橡膠 條 。,Comparison
1278,在 許多 文字 記載 中 得知,這種 古老 的 避孕 方法 曾 沿用 了 3000 年 。,Expansion
1279,威廉 士 突破 命中 之後,麥基迪 利用 罰球 拿下 2 分 。,Temporal
1280,最近 有 兩件 值得 國內 博客 高興 的 事情,都 是 和 錢 有關 的 。,Expansion
1281,洛佩斯 籃下 強攻 吃 到 姚式 火鍋,拿下 籃板球 再攻 遭到 史高 拿 封蓋 。,Temporal
1282,女性 到 了 30 日本 成人 動漫 激情片 歲 或 40 歲,才能 達到 性行為 的 頂峰 。,Contingency
1283,但 遺憾 的 是 沒有 象 加勒比 其他 地區 一樣 的 海灘,旅游業 不 發達 。,Contingency
1284,問 ： 我 妻子 20 年前 將 戶口 從 平度 農村 遷出,因 戶籍 證明 丟失 未 及時 補辦 。,Contingency
1285,通用 欲 將 歐寶 提升 為 一個 更 高級 別的 品牌,加大 與 通用 雪佛蘭 在 定位 上 的 差異 。,Expansion
1286,總督 有權 任命 總理 和 總理 提名 的 各部 部長,還 可 任命 參議員 和 反對黨 領袖 。,Expansion
1287,如果 你 是 裝修 專家,這裡 有 需要 你 幫助 的 人 。,Contingency
1288,放在 稍 有 過時 的 熱銷 車型 上 倒 是 個 不錯 的 方法,對景程 來說 同樣 不 適合 。,Comparison
1289,其他 還 在 路上 的 參加者 加油,回家 的 路 不遠 了 ！,Expansion
1290,許多 車禍 的 發生,其實 與 我們 不 瞭解 特殊 情況 下 的 險情 有關 。,Expansion
1291,比較 流氓 的 是 它 強制 修改 了 我 的 輸入法 設定,好 在 還 可以 在 語言 欄里 改回來 。,Comparison
1292,需要 時 拿 出來 焙 炒,然後 磨成 粉末 。,Temporal
1293,這 絕對 不是 危言聳聽,請 聽 我 細細 解釋 。,Expansion
1294,* 鼓勵 以 大眾 運輸 完成 點 與 點 的 交通,計算 整個 計畫 中會 因此 產生 多少 二氧化碳 。,Expansion
1295,可以 看到,許多 古 蹟 已經 或 正在 進行 整修 。,Expansion
1296,我 哭 著 說 我 是 個 不 完美 的 女人,並 不是 他 心中 的 女神 和 公主 。,Expansion
1297,1 . 陶瓷 刀 硬度 高,刀刃 始終 鋒利 。,Expansion
1298,如果 有 來世,就讓 我們 做 一對 小小的 老鼠 吧 。,Contingency
1299,除 陽光 、 海水 、 沙灘 俱佳 外,尚有 奇石 、 怪灘 等 構成 了 各具特色 的 風景 。,Expansion
1300,” “ 還 沒 考慮,或許 會 吧 。,Expansion
1301,華晨 投資 近 3 億元 對 金杯 海獅 進行 了 技術升級,在 外觀 等 細節 上 做 了 升級 。,Expansion
1302,它 是 周期 中 最 短 的 階段,一般 只有 幾秒鐘 。,Expansion
1303,性用具 的 選擇面 也 在 增加,你 可以 選擇 一款 最 適合 你們 夫妻間 的 性玩具 。,Expansion
1304,好 想 收藏 【 戀愛 夢游 中 】 的 DVD,現在 這部 片 是 我 的 最 愛 。,Expansion
1305,與 供應商 緊密聯繫,尤其 在 測試 和 培訓 階段 是 非常 有 幫助 的 。,Expansion
1306,在 應對 完 了 美國 的 記者 後,記者 也 向 阿聯 問 了 幾個 中國 觀眾 關心 的 問題 。,Temporal
1307,您 瞭解 並 同意,確保 密碼 及 賬號 的 機密 安全 是 您 的 責任 。,Expansion
1308,熊貓 內飾 大部分 部件 的 連接處 縫隙 都 很 整齊,手感 還 不錯 。,Expansion
1309,有過 這 日本 成人 電視臺 樣 的 女人,為了 輓救 婚姻 偷偷 懷上 男人 的 孩子 。,Expansion
1310,進入 孕 8 月,是 妊娠 晚期 的 開始 。,Temporal
1311,這些 人事變動 主要 發生 在 研發 和 市場 兩大 系統,也 就是 技術 和 銷售 管理人員 的 更迭 。,Expansion
1312,計劃 通過 成熟 的 產品 建立 自己 的 品牌,進而 鞏固 市場 。,Expansion
1313,在 1982 年前,這個 稱呼 並 沒有 錯誤 。,Temporal
1314,面對 這 兩個 各有 賣點 的 同門 兄弟,好多 消費者 可能 很難 選擇 。,Contingency
1315,這樣,兩人 的 性興奮 差距 可能 會 早些 縮短 。,Expansion
1316,2007 / 08 賽季,布朗 曾 短暫 在 土耳其 聯賽 打球 。,Expansion
1317,諾基亞 佔 全球 41 % 的 手機 市場份額,並 正在 推廣 內置 支付 芯片 的 手機 。,Expansion
1318,新郎 應 清洗 陰莖 和 陰囊,並 除去 包皮 垢 。,Expansion
1319,如何 通過 個人 網站 賺錢,並且 完全 依靠 它 養家 餬口 ？,Expansion
1320,在 蘭特 利 首場 表現 出彩 之後,今天 他 並 沒有 被 派 上場 。,Temporal
1321,“ 已經 有 很多 人 找 過 東風,但 管理層 沒有 正式 討論 。,Comparison
1322,同時 可 作為 添加劑,應用 於 食品 、 飼料 、 餌料 生產 。,Expansion
1323,街上 常常 可以 看到 討乞 的,但是 大部分 是 墨西哥 的 土著 印第安人 。,Expansion
1324,一方面,ED 可能 是 預測 冠心病 的 先兆 。,Expansion
1325,但同 那個 光頭 小夥彈 的 西班牙 吉它 一 比,感覺 就 好象 是 蝸牛 在 地 上爬 一樣 的 拖泥帶水 。,Comparison
1326,當 慢速 行駛 時,奧迪 的 方向盤 比 保時捷 顯得 更 遲鈍 些 。,Contingency
1327,它們 或許 是 新 的 目的地,或者 僅僅 改變 了 一下 旅行 態度 和 方式 。,Comparison
1328,女人 只要 想 做愛,不怕 找 不到 人 。,Contingency
1329,儘管 這 只是 炒作,但是 我們 完全 知道 這款 車 即將 推出 。,Comparison
1330,解答 ： 公民 申請 姓名 變更,原則上 只能 辦理 一次 。,Expansion
1331,雪佛蘭 LOVA 樂風 從 設計 之初,即 展現出 在 同級 車裡 無出其右 的 領跑者 氣質 。,Expansion
1332,愛因斯坦 說 ： “ 複利 是 人類 最 偉大 的 發明 ”,“ 複利 是 宇宙 間 最 強大 的 力量 ” 。,Expansion
1333,* 是 誰 操縱 我,華碩 或是 周成宇 ？,Expansion
1334,城中 佔地 16 公頃 的 建築物 風格各異,佈局 也 很 奇特 。,Expansion
1335,我 打電話 給 她 的 家人,然後 告訴 他們 我要 辦個 聚會 給 她 驚喜 。,Expansion
1336,“ 良好 的 性生活 ” 應 以 雙方 的 真正 滿意 為 標準,達到 性高潮 並非 必要 因素 。,Expansion
1337,如 問題 最終 無法 得到 解決,可請 律師 通過 司法程序 處理 。,Contingency
1338,最近 這 一個 星期,我 已經 賣出 好幾十張 火車票 了 。,Temporal
1339,他 笑笑 對 妻子 說 ： “ 我 這樣 做 是 為 你好,你 慢慢 會 習慣 的 。,Expansion
1340,她 終於 忍無可忍,逼 我 去 醫院 檢查 。,Contingency
1341,你 說 過,我 在 你 的 心中 只是 80 分 。,Expansion
1342,◇ . ≮ 如果 � � 是 � �,` o ┈ 那麼 我情 � � 一 � 子 ！,Contingency
1343,靈異 鬼怪 、 奇聞 怪事,講述 自己 身邊 的 怪事 經歷 ！,Expansion
1344,市中心 其實 在 整座 山 的 半山腰 上,山 的 上半部 巍然 凌駕於 人來人往 的 街市 上 。,Expansion
1345,怎麼 一個八歲 的 小女孩 可以 面對 萬眾,卻 無法 容忍 生活 上 的 小 挫折 ？,Comparison
1346,沖是 衝進去 了,但 馬上 就 會 被 生存 的 種種 煩惱 包圍 。,Comparison
1347,儘管如此,杜馬斯 對 艾佛遜 的 欣賞 從未 中斷 。,Comparison
1348,省委 學習 實踐 活動 第七 指導 檢查組 高度重視,宣林 組長 親自參加 會議 並作 了 重要講話 。,Contingency
1349,必要 時 可 暫停 或 取消 其 借書 權,不 退還 服務費 。,Expansion
